Wall time,Step,Value
1530252519.567873,0,2.9366259574890137
1530252582.462848,1,1.4657468795776367
1530252645.973527,2,1.2407431602478027
1530252709.913208,3,1.1512460708618164
1530252774.962878,4,1.1220768690109253
1530252838.803279,5,1.068622350692749
1530252902.075726,6,1.0188696384429932
1530252967.534543,7,0.9945269823074341
1530253032.249237,8,0.971017062664032
1530253096.266266,9,0.9357197284698486
1530253160.862088,10,0.9418154358863831
1530253226.621385,11,0.9261242747306824
1530253289.729341,12,0.9183186292648315
1530253355.351464,13,0.8696534037590027
1530253420.736253,14,0.896407425403595
1530253486.128471,15,0.8928687572479248
1530253551.418179,16,0.820326030254364
1530253617.155586,17,0.8290070295333862
1530253682.244461,18,0.812900185585022
1530253746.359377,19,0.8387317061424255
1530253810.406015,20,0.790402889251709
1530253876.799081,21,0.7684798240661621
1530253941.909983,22,0.7508547902107239
1530254008.138853,23,0.7508461475372314
1530254073.760372,24,0.7336904406547546
1530254138.093748,25,0.710951566696167
1530254201.367162,26,0.7272552847862244
1530254265.447065,27,0.731989324092865
1530254330.14809,28,0.6935844421386719
1530254395.619258,29,0.6642707586288452
1530254459.942509,30,0.6600010395050049
1530254524.794479,31,0.657990574836731
1530254588.852425,32,0.6225160956382751
1530254653.973017,33,0.5989978909492493
1530254718.554178,34,0.6066692471504211
1530254781.474622,35,0.6000648140907288
1530254846.586278,36,0.598568320274353
1530254911.708704,37,0.5534079074859619
1530254974.83309,38,0.548630952835083
1530255040.374945,39,0.5497177839279175
1530255104.512131,40,0.5214936137199402
1530255168.979955,41,0.5278525948524475
1530255233.719315,42,0.5330199003219604
1530255296.862343,43,0.5236598253250122
1530255361.638478,44,0.5062728524208069
1530255426.063383,45,0.48775288462638855
1530255491.704868,46,0.5226703882217407
1530255555.408181,47,0.5042931437492371
1530255619.967235,48,0.46932336688041687
1530255684.140117,49,0.4345347583293915
1530255750.38454,50,0.4292914867401123
1530255814.567175,51,0.4100780189037323
1530255878.898678,52,0.41501152515411377
1530255943.074652,53,0.39074698090553284
1530256007.274187,54,0.3651253283023834
1530256072.328763,55,0.3630704879760742
1530256136.691134,56,0.3446538746356964
1530256200.692764,57,0.3507707118988037
1530256266.191786,58,0.31712353229522705
1530256330.280019,59,0.3199857473373413
1530256395.385231,60,0.33501291275024414
1530256459.557384,61,0.3358795642852783
1530256523.659167,62,0.3025122880935669
1530256588.927713,63,0.2708328664302826
1530256653.945616,64,0.24289506673812866
1530256718.448185,65,0.23932617902755737
1530256782.769616,66,0.2257162481546402
1530256847.414748,67,0.21856512129306793
1530256912.412467,68,0.21970267593860626
1530256976.232452,69,0.19779011607170105
1530257040.600859,70,0.23909679055213928
1530257105.87833,71,0.2982589900493622
1530257169.470655,72,0.25077351927757263
1530257234.194848,73,0.18710137903690338
1530257299.212106,74,0.16278022527694702
1530257363.293592,75,0.15328224003314972
1530257429.041725,76,0.1463768184185028
1530257493.667516,77,0.1452624648809433
1530257559.314949,78,0.13601788878440857
1530257624.510976,79,0.13476106524467468
1530257688.979289,80,0.15834687650203705
1530257754.770911,81,0.18185648322105408
1530257818.834496,82,0.25766122341156006
1530257883.107544,83,0.22244761884212494
1530257947.605152,84,0.1875075399875641
1530258012.676023,85,0.14376682043075562
1530258077.391151,86,0.12731322646141052
1530258141.492957,87,0.11668695509433746
1530258206.633377,88,0.1104460209608078
1530258270.78411,89,0.1046929731965065
1530258335.943334,90,0.1016651839017868
1530258399.9986,91,0.10072319954633713
1530258465.343099,92,0.0977829322218895
1530258529.570685,93,0.09428814053535461
1530258593.941735,94,0.09407497197389603
1530258658.614232,95,0.09546735882759094
1530258721.585048,96,0.09922445565462112
1530258787.091026,97,0.10545072704553604
1530258852.294419,98,0.09433741867542267
1530258917.406072,99,0.12864214181900024
1530258981.691894,100,0.22390873730182648
1530259045.797944,101,0.18407879769802094
1530259109.804402,102,0.16791945695877075
1530259174.480066,103,0.12469421327114105
1530259239.007299,104,0.09587700664997101
1530259304.436186,105,0.0885370746254921
1530259369.379048,106,0.08400288969278336
1530259433.428772,107,0.08146390318870544
1530259497.634538,108,0.07813283056020737
1530259562.191087,109,0.07716301828622818
1530259626.303198,110,0.08044414222240448
1530259690.374728,111,0.08229438215494156
1530259756.572922,112,0.08195725828409195
1530259820.688914,113,0.07584550231695175
1530259884.942884,114,0.0748988538980484
1530259949.387436,115,0.07447068393230438
1530260013.578615,116,0.07368374615907669
1530260078.555677,117,0.07494425028562546
1530260143.886103,118,0.071351557970047
1530260207.926815,119,0.06959155946969986
1530260272.497765,120,0.0748286172747612
1530260337.560157,121,0.08327087014913559
1530260402.916147,122,0.09475614875555038
1530260467.354975,123,0.0817248672246933
1530260532.571492,124,0.07659371197223663
1530260596.093762,125,0.07651320844888687
1530260660.433943,126,0.0703636035323143
1530260726.102017,127,0.06707265973091125
1530260790.880822,128,0.06519901752471924
1530260855.484989,129,0.06474973261356354
1530260920.339452,130,0.07252972573041916
1530260984.401895,131,0.07512373477220535
1530261049.517439,132,0.07000895589590073
1530261113.743905,133,0.06508120149374008
1530261177.92744,134,0.06932708621025085
1530261242.131259,135,0.0673375204205513
1530261307.141387,136,0.06419583410024643
1530261372.23352,137,0.06393783539533615
1530261436.485957,138,0.06120452657341957
1530261502.065294,139,0.0598197765648365
1530261566.756371,140,0.060077179223299026
1530261631.256851,141,0.06373754143714905
1530261695.005038,142,0.06232709065079689
1530261760.074578,143,0.0812048614025116
1530261824.759495,144,0.21525061130523682
1530261890.134199,145,0.24458032846450806
1530261954.478205,146,0.23825626075267792
1530262019.996612,147,0.20803484320640564
1530262084.976036,148,0.15245644748210907
1530262148.758949,149,0.0965968668460846
1530262212.38857,150,0.07505621761083603
1530262277.532225,151,0.0665549784898758
1530262341.583936,152,0.0632437914609909
1530262406.894622,153,0.06159890070557594
1530262470.875843,154,0.05821645259857178
1530262535.512821,155,0.057349368929862976
1530262600.809646,156,0.05531508848071098
1530262666.085115,157,0.054429251700639725
1530262730.943348,158,0.05574320629239082
1530262795.328145,159,0.05590825155377388
1530262858.165046,160,0.054604485630989075
1530262922.289312,161,0.05499535799026489
1530262987.971472,162,0.052457038313150406
1530263051.371122,163,0.053650178015232086
1530263115.763303,164,0.05226036161184311
1530263180.656468,165,0.050954319536685944
1530263243.70953,166,0.05079096555709839
1530263308.172982,167,0.05415966361761093
1530263372.081613,168,0.05213155969977379
1530263437.403651,169,0.054265379905700684
1530263502.830472,170,0.0522860549390316
1530263567.347726,171,0.05070136860013008
1530263631.470131,172,0.04912792518734932
1530263696.569748,173,0.0507737472653389
1530263760.705637,174,0.050977665930986404
1530263824.43372,175,0.05633075162768364
1530263888.871999,176,0.06376074254512787
1530263952.306203,177,0.05971270799636841
1530264016.870641,178,0.054127227514982224
1530264081.288363,179,0.05198262631893158
1530264144.837312,180,0.05063164234161377
1530264209.2036,181,0.049201600253582
1530264273.268696,182,0.04806618019938469
1530264337.45767,183,0.04677971079945564
1530264401.096653,184,0.046709463000297546
1530264464.976335,185,0.04946883022785187
1530264529.281175,186,0.05078393965959549
1530264592.294216,187,0.05411513149738312
1530264656.350308,188,0.05251526087522507
1530264720.259199,189,0.05119356885552406
1530264784.272147,190,0.04973132163286209
1530264847.897065,191,0.04762604832649231
1530264911.562745,192,0.046975042670965195
1530264975.608772,193,0.047756705433130264
1530265039.74659,194,0.04726743325591087
1530265103.438804,195,0.04650137573480606
1530265167.367135,196,0.04724101722240448
1530265231.785118,197,0.05216127261519432
1530265295.93242,198,0.050061292946338654
1530265359.198373,199,0.04782465472817421
1530265423.041575,200,0.046257976442575455
1530265486.652162,201,0.04481216147542
1530265550.699341,202,0.04423274099826813
1530265613.881485,203,0.04335618391633034
1530265677.831031,204,0.043151237070560455
1530265741.238421,205,0.04362575337290764
1530265804.966275,206,0.04475681483745575
1530265868.410187,207,0.04441588744521141
1530265932.397872,208,0.044250648468732834
1530265995.930254,209,0.04516575485467911
1530266059.623782,210,0.04743334650993347
1530266123.262412,211,0.04959540069103241
1530266186.765262,212,0.05084972828626633
1530266250.273481,213,0.045174721628427505
1530266313.862344,214,0.04232695698738098
1530266377.296677,215,0.04220637306571007
1530266441.025098,216,0.04309177026152611
1530266504.498778,217,0.04560314863920212
1530266568.476221,218,0.05774558335542679
1530266632.077284,219,0.2971703112125397
1530266695.359078,220,0.36745211482048035
1530266758.680773,221,0.17312689125537872
1530266822.562136,222,0.21271869540214539
1530266886.193165,223,0.1207258477807045
1530266950.05516,224,0.07224539667367935
1530267013.689908,225,0.05616607517004013
1530267077.399201,226,0.04928704723715782
1530267140.846167,227,0.045515742152929306
1530267204.27714,228,0.04318444803357124
1530267267.929026,229,0.04055311903357506
1530267331.661737,230,0.038532473146915436
1530267395.536274,231,0.037591900676488876
1530267459.080741,232,0.037277232855558395
1530267522.340155,233,0.03729059174656868
1530267586.198764,234,0.03723756596446037
1530267649.561688,235,0.03876134753227234
1530267713.187196,236,0.037710998207330704
1530267777.125875,237,0.03723285347223282
1530267840.83542,238,0.036837611347436905
1530267904.473926,239,0.03755831718444824
1530267968.005313,240,0.03742482140660286
1530268031.939726,241,0.03737187758088112
1530268095.691924,242,0.03686600551009178
1530268159.086959,243,0.03828080743551254
